Id,Label,Frequency
read-graphic-novels-comics,read-graphic-novels-comics,3
part-of-a-series,part-of-a-series,3
my-favorite-books,my-favorite-books,3
hardly-strictly-biography,hardly-strictly-biography,3
africa-and-diaspora,africa-and-diaspora,3
l-école,l-école,3
md-dc,md-dc,3
art-and-the-arts,art-and-the-arts,3
read-2020-books,read-2020-books,3
book-club-graphic-novel,book-club-graphic-novel,3
good-for-boys,good-for-boys,3
recreational-reading,recreational-reading,3
us-politics,us-politics,3
good-teaching-novel,good-teaching-novel,3
autobiography-or-memoir,autobiography-or-memoir,3
english-9-quarter-1-books,english-9-quarter-1-books,3
christian-living,christian-living,3
social-commentary,social-commentary,3
black-author-or-characters,black-author-or-characters,3
eng4250-reading,eng4250-reading,3
project-lit-ya,project-lit-ya,3
authors-poc,authors-poc,3
online-reads,online-reads,3
black-voices,black-voices,3
comic-book-research,comic-book-research,3
march,march,3
cannonball-9,cannonball-9,3
illustrated-comics-and-such,illustrated-comics-and-such,3
fdr,fdr,3
2019-shelved,2019-shelved,3
kids-graphic-novels,kids-graphic-novels,3
grad-research,grad-research,3
graphic-fun,graphic-fun,3
reading-challenge-2020,reading-challenge-2020,3
cfl-history-book-club,cfl-history-book-club,3
2021-books-read,2021-books-read,3
40-book-challenge,40-book-challenge,3
book-group-books,book-group-books,3
favorite,favorite,3
2-library-book,2-library-book,3
phs-library,phs-library,3
format-graphic,format-graphic,3
bookclub-f2f,bookclub-f2f,3
favorite-books-of-2020,favorite-books-of-2020,3
resources-for-reconciliation,resources-for-reconciliation,3
mg-biography-memoir,mg-biography-memoir,3
impactful-and-important-reads,impactful-and-important-reads,3
middle-school-reads,middle-school-reads,3
projectlit,projectlit,3
black-american,black-american,3
need-to-purchase,need-to-purchase,3
aa-diverse-books,aa-diverse-books,3
best-books,best-books,3
black-american-author,black-american-author,3
juvenile-and-ya-nonfiction,juvenile-and-ya-nonfiction,3
history-n-learning,history-n-learning,3
award-winners-other,award-winners-other,3
cartoon-graphic-novel,cartoon-graphic-novel,3
auto-and-biography,auto-and-biography,3
graphic-novels-and-comic-books,graphic-novels-and-comic-books,3
__to-buy,__to-buy,3
21st-cent,21st-cent,3
read-and-loved,read-and-loved,3
between-the-covers,between-the-covers,3
march-series,march-series,3
history-and-politics,history-and-politics,3
graphic-y-n-stuff,graphic-y-n-stuff,3
2021-favorites,2021-favorites,3
r-comics,r-comics,3
r-nonfiction,r-nonfiction,3
hmh-9-pilot,hmh-9-pilot,3
best-of-2022,best-of-2022,3
ebn-23,ebn-23,3
we-can-change,we-can-change,3
borrowed-from-the-library,borrowed-from-the-library,3
big-l-little-l,big-l-little-l,3
borrowed-from-a-friend,borrowed-from-a-friend,3
leadership,leadership,3
children-s-lit-2017,children-s-lit-2017,3
tbc,tbc,3
my-favorite-reads-in-2017,my-favorite-reads-in-2017,3
cannonball-read-ix,cannonball-read-ix,3
itsblack-itswhite-race-relations,itsblack-itswhite-race-relations,3
on-and-on-trilogies-two-part-books,on-and-on-trilogies-two-part-books,3
autobio-memoir,autobio-memoir,3
memoir-auto-biography,memoir-auto-biography,3
teens,teens,3
2017-rad-reads,2017-rad-reads,3
pleasure-reading,pleasure-reading,3
book-riot-2018-read-harder-challeng,book-riot-2018-read-harder-challeng,3
black-and-african-american,black-and-african-american,3
finished-2017,finished-2017,3
2021-tbr,2021-tbr,3
theme-read-february,theme-read-february,3
social-studies,social-studies,3
five-star-graphic-novel,five-star-graphic-novel,3
civic-engagement-social-justice,civic-engagement-social-justice,3
af-am-or-black-non-fic,af-am-or-black-non-fic,3
history-and-biography,history-and-biography,3
read-graphic-novel-feminism,read-graphic-novel-feminism,3
2017-books-read,2017-books-read,3
library-books-2017,library-books-2017,3
american_history,american_history,3
2016-reading-challenge,2016-reading-challenge,3
nonfiction-2016,nonfiction-2016,3
awards-coretta-scott-king,awards-coretta-scott-king,3
books-i-recommend,books-i-recommend,3
kenny-nonfiction-648,kenny-nonfiction-648,3
ya-or-children,ya-or-children,3
ya-teen-hs,ya-teen-hs,3
ya-teen-ms,ya-teen-ms,3
reference,reference,3
brit-lit,brit-lit,3
books-read-in-2015,books-read-in-2015,3
the-beatles,the-beatles,3
graphic-novels-and-other-quirks,graphic-novels-and-other-quirks,3
gift,gift,3
biology,biology,3
strongly-recommend,strongly-recommend,3
canadian-authors,canadian-authors,3
comics-for-social-studies,comics-for-social-studies,3
recommended,recommended,3
memoir-ish,memoir-ish,3
2023-releases,2023-releases,3
arc-reviews,arc-reviews,3
british-isles,british-isles,3
own-read,own-read,3
by-women,by-women,3
short-books,short-books,3
physical-library,physical-library,3
in-english,in-english,3
favorite-comics,favorite-comics,3
2014-reads,2014-reads,3
be-a-well-read-history-teacher,be-a-well-read-history-teacher,3
i-own,i-own,3
anti-racism,anti-racism,3
ya-nonfic,ya-nonfic,3
death-or-dying,death-or-dying,3
history-non-fiction,history-non-fiction,3
cybils,cybils,3
z2016-reads,z2016-reads,3
2017gnc,2017gnc,3
2017look,2017look,3
2017nfc,2017nfc,3
own-book,own-book,3
borrowed-library,borrowed-library,3
coretta-scott-king-award,coretta-scott-king-award,3
gn-ya,gn-ya,3
eng-420,eng-420,3
best-of-2020,best-of-2020,3
thought-provoking,thought-provoking,3
printz,printz,3
2008,2008,3
biographies-autobiographies-memoirs,biographies-autobiographies-memoirs,3
read-biography,read-biography,3
non-fiction-graphic-novels,non-fiction-graphic-novels,3
2021-releases,2021-releases,3
for-teens,for-teens,3
audience-adults,audience-adults,3
standalone,standalone,3
biographical-fiction,biographical-fiction,3
gothic,gothic,3
for-the-kids-when-they-get-older,for-the-kids-when-they-get-older,3
netedel-2020,netedel-2020,3
environment,environment,3
x-abrams-hillwang,x-abrams-hillwang,3
challenge-2018,challenge-2018,3
computer-science,computer-science,3
medical,medical,3
eced-221,eced-221,3
arty-farty,arty-farty,2
earc,earc,2
literary-fiction,literary-fiction,2
2022-releases,2022-releases,2
genre-historical-fiction,genre-historical-fiction,2
macmillan,macmillan,2
e,e,2
physically-own,physically-own,2
graphic-novels-non-fiction,graphic-novels-non-fiction,2
npr-big-list-22,npr-big-list-22,2
biographical-stuffs,biographical-stuffs,2
books-i-gots,books-i-gots,2
comics-european,comics-european,2
belgium,belgium,2
gn-glbt,gn-glbt,2
2022-library,2022-library,2
historical-fic,historical-fic,2
children-s-books,children-s-books,2
age-preteen,age-preteen,2
beautiful-books,beautiful-books,2
2021reads-4or5star,2021reads-4or5star,2
courage,courage,2
ww2,ww2,2
woman-author,woman-author,2
gn-crime,gn-crime,2
x2018-19-season,x2018-19-season,2
us-twentieth-century,us-twentieth-century,2
best-of-2017,best-of-2017,2
nf-war-and-peace,nf-war-and-peace,2
from-home,from-home,2
beautiful-cover,beautiful-cover,2
young-adult-nonfiction,young-adult-nonfiction,2
adolescent-literature,adolescent-literature,2
on-the-shelf,on-the-shelf,2
graphic-novel-collection,graphic-novel-collection,2
2017bookriotreadharder,2017bookriotreadharder,2
good-for-teens,good-for-teens,2
atomic-bomb,atomic-bomb,2
bleak-harsh,bleak-harsh,2
2013-yalsa-s-the-hub-reading-challe,2013-yalsa-s-the-hub-reading-challe,2
yalsachallenge2013,yalsachallenge2013,2
booktalks,booktalks,2
hub-challenge,hub-challenge,2
z-2013,z-2013,2
z-2013-hub-reading-challenge,z-2013-hub-reading-challenge,2
z2013yalsa-challenge,z2013yalsa-challenge,2
graphic-non-fiction-comics,graphic-non-fiction-comics,2
2013hubchallenge,2013hubchallenge,2
2013-hub-reading-challenge,2013-hub-reading-challenge,2
personal-library,personal-library,2
grade-7,grade-7,2
popular-history,popular-history,2
2016gnc,2016gnc,2
real-world-bookshelf,real-world-bookshelf,2
gn-horror,gn-horror,2
bandes-déssinées,bandes-déssinées,2
bio-memoirs,bio-memoirs,2
nook-e-book,nook-e-book,2
comics-graphic-novels-webtoons,comics-graphic-novels-webtoons,2
classic-film,classic-film,2
2022-gn-read,2022-gn-read,2
geo-hungary,geo-hungary,2
ab,ab,2
gnovel,gnovel,2
books-on-books,books-on-books,2
alt-comics,alt-comics,2
books-loved-2017,books-loved-2017,2
nonfiction-or-memoir,nonfiction-or-memoir,2
review-by-sarah,review-by-sarah,2
memoir-bio-autobio,memoir-bio-autobio,2
art-illustration,art-illustration,2
adult-biography,adult-biography,2
narrative-nonfiction,narrative-nonfiction,2
women-authors,women-authors,2
amazon-vine,amazon-vine,2
creative-arts,creative-arts,2
rpgs,rpgs,2
pulp,pulp,2
zzreviewed,zzreviewed,2
dungeons-and-dragons,dungeons-and-dragons,2
games-and-gaming,games-and-gaming,2
read-library,read-library,2
rpg,rpg,2
2022-graphic-novels,2022-graphic-novels,2
art-and-comics,art-and-comics,2
boys-will-be-boys,boys-will-be-boys,2
biography-memoir-autobiography,biography-memoir-autobiography,2
teen-fiction,teen-fiction,2
memoires,memoires,2
ebook-laptop-phone,ebook-laptop-phone,2
media-history,media-history,2
1910s,1910s,2
paris,paris,2
21th-century,21th-century,2
amorous,amorous,2
comics-and-graphic,comics-and-graphic,2
read-in-14,read-in-14,2
beautiful-covers,beautiful-covers,2
ya-2022,ya-2022,2
society,society,2
excelsioraward,excelsioraward,2
math-phy-phil,math-phy-phil,2
from-netgalley,from-netgalley,2
finished-netgalley,finished-netgalley,2
comic-strips,comic-strips,2
from-publisher,from-publisher,2
comics-graphic_novels-reviews,comics-graphic_novels-reviews,2
arcs-netgalley-reviews-2023,arcs-netgalley-reviews-2023,2
1960s-1970s,1960s-1970s,2
amurika,amurika,2
depressing,depressing,2
best-of-2018,best-of-2018,2
captivating-premise,captivating-premise,2
graphic-novels-2020,graphic-novels-2020,2
comics-and-meta,comics-and-meta,2
adapted-for-film,adapted-for-film,2
top-10-of-2013,top-10-of-2013,2
2015-summer-wish-list,2015-summer-wish-list,2
comics-graphic-novels-mangas,comics-graphic-novels-mangas,2
books-in-2017,books-in-2017,2
agn,agn,2
blog,blog,2
psychology,psychology,2
maybe-a-little-bit-of-history,maybe-a-little-bit-of-history,2
content-warning,content-warning,2
comics-read-not-manga,comics-read-not-manga,2
humor,humor,2
crime-noir,crime-noir,2
2014-favorite,2014-favorite,2
graphic-novel-young-adult,graphic-novel-young-adult,2
11-20,11-20,2
cat-graphic-books,cat-graphic-books,2
format-print,format-print,2
ya-fiction,ya-fiction,2
american-graphic-novels,american-graphic-novels,2
adult-retrospective-nostalgia,adult-retrospective-nostalgia,2
adult-some-pull-out-material-for-o,adult-some-pull-out-material-for-o,2
graphic-novel-discussion-ready,graphic-novel-discussion-ready,2
reading-challenge,reading-challenge,2
made-me-think,made-me-think,2
nonfiction-reading-to-learn,nonfiction-reading-to-learn,2
crime-and-criminal-justice,crime-and-criminal-justice,2
comics-graphic_novels-illustrated,comics-graphic_novels-illustrated,2
biographies-etc,biographies-etc,2
books-i-love,books-i-love,2
comics-gn-manga,comics-gn-manga,2
2-graphic-novels-manga,2-graphic-novels-manga,2
bingo-2019,bingo-2019,2
murder,murder,2
2018-books-read,2018-books-read,2
graphic-novel-and-comics,graphic-novel-and-comics,2
books-1-10,books-1-10,2
goodreads-11-20,goodreads-11-20,2
2021-popsugar-reading-challenge,2021-popsugar-reading-challenge,2
i-own-a-copy,i-own-a-copy,2
graphic-novels-anime,graphic-novels-anime,2
adult-nonfiction-memoir-bio,adult-nonfiction-memoir-bio,2
horror-thriller,horror-thriller,2
graphic-novel-favorites,graphic-novel-favorites,2
comics-that-aren-t-just-for-dorks,comics-that-aren-t-just-for-dorks,2
animal,animal,2
uni,uni,2
tegneserie,tegneserie,2
graphic-dramatization,graphic-dramatization,2
nonfiction-biographies,nonfiction-biographies,2
fsst-reviews,fsst-reviews,2
personal,personal,2
books-16-20,books-16-20,2
class-1-8,class-1-8,2
ya-13-25,ya-13-25,2
books-1-12,books-1-12,2
bio-autobiography,bio-autobiography,2
books-8-15,books-8-15,2
gave-away,gave-away,2
yalsa-hub-reading-challenge,yalsa-hub-reading-challenge,2
hub-challenge-2015,hub-challenge-2015,2
virginia-readers-choice,virginia-readers-choice,2
realistic-fiction,realistic-fiction,2
year-of-books-2014,year-of-books-2014,2
crime-thriller,crime-thriller,2
w_graphic_nf,w_graphic_nf,2
character,character,2
ya-1-12,ya-1-12,2
eng356,eng356,2
2014-books-read,2014-books-read,2
january-2017,january-2017,2
henrico,henrico,2
graphic-novels-adults,graphic-novels-adults,2
2015-reads,2015-reads,2
memoir-biography-autobiography,memoir-biography-autobiography,2
real-life,real-life,2
2020-favorites,2020-favorites,2
young-adult-biography,young-adult-biography,2
young-adult-literature-grades-6-12,young-adult-literature-grades-6-12,2
on-my-bookshelf,on-my-bookshelf,2
nonfiction-biography,nonfiction-biography,2
pictorial,pictorial,2
2012-staff-favorites,2012-staff-favorites,2
adult-books-for-teens,adult-books-for-teens,2
graphical,graphical,2
autobios,autobios,2
book-clubs-programs,book-clubs-programs,2
ya-reads,ya-reads,2
auto-biographies-memiors,auto-biographies-memiors,2
books-read-2017,books-read-2017,2
4-star-reads,4-star-reads,2
english-9-book-record,english-9-book-record,2
completed,completed,2
read-in-german,read-in-german,2
adult-graphic-novels-comics,adult-graphic-novels-comics,2
1001-comics,1001-comics,2
gn-adult,gn-adult,2
graphic-novels-with-history-themes,graphic-novels-with-history-themes,2
auth-f,auth-f,2
a-non-fiction,a-non-fiction,2
biography-memoir-etc,biography-memoir-etc,2
genre-fiction,genre-fiction,2
genre-nonfiction,genre-nonfiction,2
read-harder-2016,read-harder-2016,2
uk,uk,2
default,default,2
lives,lives,2
literary-biography,literary-biography,2
graphic-novels-trade-paperbacks,graphic-novels-trade-paperbacks,2
1970-s,1970-s,2
illistrated,illistrated,2
middle-grade-ya,middle-grade-ya,2
netgalley-2018,netgalley-2018,2
best-biography-memoir,best-biography-memoir,2
latinx,latinx,2
borderlands,borderlands,2
2018-pusblished,2018-pusblished,2
gradschool,gradschool,2
art-photography-music-film,art-photography-music-film,2
childrensnonfiction,childrensnonfiction,2
art-photography,art-photography,2
architecture,architecture,2
2018-list,2018-list,2
boy-books,boy-books,2
technology,technology,2
books-read-2018,books-read-2018,2
made-me-cry,made-me-cry,2
4-kejora-grangamix,4-kejora-grangamix,2
review,review,2
read-and-owned,read-and-owned,2
owned-physically,owned-physically,2
art-theater-dance,art-theater-dance,2
biographies-for-students,biographies-for-students,2
doorway-character,doorway-character,2
amazing-books,amazing-books,2
library-love-2024,library-love-2024,2
comic-books-manga,comic-books-manga,2
graphic-novels-tpb-single-issues,graphic-novels-tpb-single-issues,2
nonfictionnovember,nonfictionnovember,2
life-writing,life-writing,2
comics-etc,comics-etc,2
read-2013,read-2013,2
2021-release,2021-release,2
race-colonialism,race-colonialism,2
argentine,argentine,2
black-african-american,black-african-american,2
eastern-europe,eastern-europe,2
bechdel_test_no,bechdel_test_no,2
foreign-policy,foreign-policy,2
culture-ethnic,culture-ethnic,2
current-events,current-events,2
books-with-pix,books-with-pix,2
media,media,2
advance-reader-copy,advance-reader-copy,2
giveaway,giveaway,2
gb-biography,gb-biography,2
x2020-read,x2020-read,2
chess,chess,2
sixties,sixties,2
memoir-or-bio,memoir-or-bio,2
read-in-17,read-in-17,2
grapic-novel,grapic-novel,2
nonfiction-informational,nonfiction-informational,2
u-s-history,u-s-history,2
writing,writing,2
year-2023,year-2023,2
arc-edelweiss,arc-edelweiss,2
lgbtqiap,lgbtqiap,2
sequential,sequential,2
galley,galley,2
art-artists,art-artists,2
1-arcs,1-arcs,2
giveaway-books,giveaway-books,2
2024-reading-challenge,2024-reading-challenge,2
graphicnovelsandcomics,graphicnovelsandcomics,2
not-for-old-white-men,not-for-old-white-men,2
18th-century,18th-century,2
my-comic-book-box,my-comic-book-box,2
fine-arts,fine-arts,2
philip-k-dick,philip-k-dick,2
published-reviews,published-reviews,2
geo-france,geo-france,2
worth-owning,worth-owning,2
france-nonfiction,france-nonfiction,2
to-buy,to-buy,2
gn-race-ethnicity,gn-race-ethnicity,2
award-harvey,award-harvey,2
adolescence,adolescence,2
bipoc-narrator,bipoc-narrator,2
free-library,free-library,2
memoir-essays,memoir-essays,2
graphics-n-comics,graphics-n-comics,2
history-america,history-america,2
2019-caudills,2019-caudills,2
_bipoc-author,_bipoc-author,2
7220,7220,2
faith,faith,2
african-american-interest,african-american-interest,2
all-time-favs,all-time-favs,2
younger-teen-appropriate,younger-teen-appropriate,2
i-m-a-believer,i-m-a-believer,2
